//; ASTROX IMPERIUM : SCRIPTING EDITOR : JACE MASULA 2025
// SCRIPT;	ID;	LABEL;	COMMAND;	CHAIN;	VALUE 1;	VALUE 2;	VALUE 3;	VALUE 4;	VALUE 5;	VALUE 6;	VALUE 7;	VALUE 8	
// -------------------------------------------------------------------------------------------------------------------------------------
SCRIPT;		10;		START;		OPTION;		0;		I really dont have time to make small chat with you. I am already behind schedule and unless I get some help out here, I won't make it home for dinner.[n][n]You wouldn't be interested in earning a few extra credits would you?;		npc_structure_missions.txt>15>What do you have in mind?;		npc_structure_missions.txt>20>No thanks, I am quite busy myself.;		;		null;		null;		null;		null;		171.45;		-116.66
SCRIPT;		240;		bye;		NPC_CHAT;		0;		Excellent. I have transfered all the mission information to your ship. You will be compensated once the mission is complete. Thanks again for the help.;		60;		npc_structure_missions.txt>0>Good deal.;		null;		null;		null;		null;		null;		783.49;		-621.77
SCRIPT;		310;		START;		OPTION;		0;		Welcome to the Bounty Office, I take it you are looking for a Raider bounty contract? The action has been hot lately... more crime than the ASP can handle.;		npc_structure_missions.txt>315>What have you got?;		npc_structure_missions.txt>320>No thanks, was just checking in.;		;		null;		null;		null;		null;		1065.92;		-120.35
SCRIPT;		315;		job;		OPTION;		0;		The Active Bounty Office holds most of the unclaimed contracts for Raider bounty missions. They are processed in sequence, regardless of the Raider threat of bounty payment. [n][n]I happen to have a pirate bounty contract that would be perfect for you. Shall we start the paperwork?;		npc_structure_missions.txt>317>Where do I sign.;		npc_structure_missions.txt>320>Nah, I need a rest.;		;		null;		null;		null;		null;		1244.07;		-117.94
SCRIPT;		320;		none;		NPC_CHAT;		0;		The glory of battle is not for everyone. Come back when you are ready for some real adventure.;		60;		npc_structure_missions.txt>0>Easy there.;		000;		null;		null;		null;		null;		1247.62;		-368.40
SCRIPT;		330;		mission;		GET_MISSION;		340;		110;		16;		npc_structure_missions.txt;		0;		null;		null;		null;		null;		1553.40;		-121.66
SCRIPT;		340;		bye;		NPC_CHAT;		0;		Great. Be careful out there, sometimes these Raiders can get out of hand real fast. They have a knack for teaming up on you just when you think you have them beat.;		60;		npc_structure_missions.txt>0>Wish me luck.;		null;		null;		null;		null;		null;		1799.08;		-232.05
SCRIPT;		317;		choose;		OPTION;		0;		Great! before we sign anything, what level of difficulty can your ship handle? I don't want to send you off to your death.;		npc_structure_missions.txt>330>Easy Bounty.;		npc_structure_missions.txt>331>Intermediate Bounty.;		npc_structure_missions.txt>332>Difficult Bounty.;		null;		null;		null;		null;		1370.45;		-208.12
SCRIPT;		331;		mission;		GET_MISSION;		340;		115;		17;		npc_structure_missions.txt;		0;		null;		null;		null;		null;		1553.51;		-211.80
SCRIPT;		332;		mission;		GET_MISSION;		340;		119;		17;		npc_structure_missions.txt;		0;		null;		null;		null;		null;		1554.75;		-299.04

SCRIPT;		410;		START;		OPTION;				0;		Welcome employee, If you are looking for a refinery contract, I have a few of them ready to go.;		npc_structure_missions.txt>415>What have you got?;		npc_structure_missions.txt>420>No thanks, was just checking in.;		;		null;		null;		null;		null;		1040.04;		-556.64
SCRIPT;		415;		job;		OPTION;				0;		These platform offices hold many unclaimed contracts for Refine missions. They are processed in sequence, regardless of the size or payment. [n][n]I happen to have a refinery contract that would be perfect for you. Shall we start the paperwork?;		npc_structure_missions.txt>417>Where do I sign.;		npc_structure_missions.txt>420>Nah, I need a rest.;		;		null;		null;		null;		null;		1243.94;		-552.80
SCRIPT;		420;		none;		NPC_CHAT;			0;		The refinery is not for everyone. Come back when you are ready for some real work.;		60;		npc_structure_missions.txt>0>Okay.;		000;		null;		null;		null;		null;		1250.35;		-697.41
SCRIPT;		417;		choose;		OPTION;				0;		Before we sign anything, please select what size you think you can handle with your current cargo capacity.;		npc_structure_missions.txt>430>Small Load.;		npc_structure_missions.txt>431>Medium Load.;		npc_structure_missions.txt>432>Large Load.;		null;		null;		null;		null;		1388.91;		-620.10
SCRIPT;		430;		mission;	GET_MISSION;		440;		140;		16;		npc_structure_missions.txt;		0;		null;		null;		null;		null;		1553.40;		-733.90
SCRIPT;		431;		mission;	GET_MISSION;		440;		145;		17;		npc_structure_missions.txt;		0;		null;		null;		null;		null;		1557.67;		-543.67
SCRIPT;		432;		mission;	GET_MISSION;		440;		149;		17;		npc_structure_missions.txt;		0;		null;		null;		null;		null;		1554.62;		-640.92
SCRIPT;		440;		bye;		NPC_CHAT;			0;	Great. Stay focused and on mission at all times. You don't want to lose track of the time, or the cargo.;		60;		npc_structure_missions.txt>0>Understood.;		null;		null;		null;		null;		null;		1807.53;		-545.31
