//; ASTROX IMPERIUM : SCRIPTING EDITOR : JACE MASULA 2019
// SCRIPT;	ID;	LABEL;	COMMAND;	CHAIN;	VALUE 1;	VALUE 2;	VALUE 3;	VALUE 4;	VALUE 5;	VALUE 6;	VALUE 7;	VALUE 8	
// -------------------------------------------------------------------------------------------------------------------------------------
SCRIPT;		2;		START;		UI_CHANGEIMAGE;		3;		male_10.png;		accessory_10.png;		null;		null;		null;		null;		null;		null;		117.00;		-112.00
SCRIPT;		45;		82859;		EXIT;		0;		null;		null;		null;		null;		null;		null;		null;		null;		298.00;		-731.00
SCRIPT;		210;		11199;		UNDOCK_STRUCTURE;		0;		bye;		null;		null;		null;		null;		null;		null;		null;		614.00;		-674.00
SCRIPT;		300;		11625;		OPTION;		0;		Welcome to the Historical Information Kiosk. I am excited to tell you all about how we ended up here in the [yellow]Astrox Universe[/].[r]Would you like to know more?;		structure_welcome_center.txt>0>NO Thank you.;		structure_welcome_center.txt>310>YES Please.;		null;		null;		null;		null;		null;		1276.00;		-241.00
SCRIPT;		310;		12027;		OPTION;		0;		[s2][cyan]Historical Documents (1 of 5)[/][/s][n]It was said man dreamed of travelling the stars from the first moment he looked up into the sky and marveled at its majesty. But for untold centuries, that remained only dream. That is until man created artificial intelligence, launching the first sentient program and feeding it all knowledge currently known to mankind. [r]This new A.I. ruled without prejudice, and governed with fairness and integrity. In time, the A.I. became like a god. After solving many of humanity's major problems, most eveyone trusted what the A.I presented as truth.;		structure_welcome_center.txt>300>BACK;		structure_welcome_center.txt>320>NEXT;		;		null;		null;		null;		null;		1280.00;		-337.00
SCRIPT;		320;		10832;		OPTION;		0;		[s2][cyan]Historical Documents (2 of 5)[/][/s][n]The A.I. quickly determined that humanity was doomed. By forces beyond our control, we had no choice but to escape the wreckage that had become our planet. Mankind joined together in the one hope of salvation, the most advanced spacecraft (The Imperium) they could conceive.  [r]A lottery was held and people from all professions and countries were selected to crew it. The A.I. was uploaded to the ship's computer and within a few short years of completion, the ship was launched.;		structure_welcome_center.txt>310>BACK;		structure_welcome_center.txt>330>NEXT;		;		null;		null;		null;		null;		1277.00;		-435.00
SCRIPT;		330;		10493;		OPTION;		0;		[s2][cyan]Historical Documents (3 of 5)[/][/s][n]The program had selected a binary system a few thousand of light years away. The passengers and crew were put into cryo-stasis pods and after reaching a safe distance from their home planet, the ship initiated the first ever test of the wormhole drive.[r]This new technology was created soley by the A.I. and most humans could not fully understand how it worked. By following the detailed instruction of the A.I. , the humans were able to construct this new warp drive using the engineering documents provided.;		structure_welcome_center.txt>320>BACK;		structure_welcome_center.txt>340>NEXT;		null;		null;		null;		null;		null;		1278.00;		-528.00
SCRIPT;		340;		10305;		OPTION;		0;		[s2][cyan]Historical Documents (4 of 5)[/][/s][n]No one remembers quite what went wrong, but it is believed the alarms awoke those from cryosleep and initiated evacuation procedures. The wormdrive must have  malfunctioned and somehow created a singularity that warped both time and space.[r]We are not exactly sure on the details, but obviously some of us managed to survive and work together long enough to create a homebase. [yellow]Void Starcross[/] is the sector you are currently located in.;		structure_welcome_center.txt>330>BACK;		structure_welcome_center.txt>350>NEXT;		null;		null;		null;		null;		null;		1281.00;		-615.00
SCRIPT;		350;		12032;		OPTION;		0;		[s2][cyan]Historical Documents (5 of 5)[/][/s][n]As the crew ejected, the last remnants of the ship could be seen stretching into the growing event horizon of a supermassive blackhole. Stars, planets, and asteroids were all pulled into a newly created universe and the people of The Imperium were left stranded to rebuild.[r]The ejection pods landed in all different directions, and the first survivors scratched out what could barely be called an existence. In time, the different groups formed into factions, each carrying the knowledge of their purpose on the crew. ;		structure_welcome_center.txt>340>BACK;		structure_welcome_center.txt>0>EXIT;		;		null;		null;		null;		null;		1283.00;		-709.00

SCRIPT;		400;		21625;		OPTION;		0;		Welcome to the Faction Information Kiosk [yellow]Welcome Center[/]. I would like to talk to you about the various factions and groups that have formed here in [yellow]Astrox[/]. [r]Let's take a moment to learn more about each of the main factions.;		structure_welcome_center.txt>0>NO , maybe later.;		structure_welcome_center.txt>410>YES and Thank you.;		null;		null;		null;		null;		null;		1527.00;		-243.00
SCRIPT;		410;		22027;		OPTION;		0;		[s2][cyan]Faction Overview (1 of 6)[/][/s][n]The Alpha[n]Scientists, cybertechnologists, and psychics all belong to the collective known as The Alpha. Using a uniquely sentient A.I. to calculate any possible outcome, they hope to govern all people with a system of perfect control.[r]Civil[n]The Civil subfaction has representatives in areas of programming, entertainment, subspace communication, diplomacy and other more clandestine activities. Members include a wide range of celebrities, agents, Alpha- sanctioned program directors, and artists. [r]The Science / Tech [n]focuses on applied science and R&D to facilitate colonization of the Astrox system. Many members utilize cybernetic modifications to better interface with the ancient sentient program that regulates their activities.;		structure_welcome_center.txt>400>BACK;		structure_welcome_center.txt>420>NEXT;		null;		null;		null;		null;		null;		1534.00;		-331.00
SCRIPT;		420;		20832;		OPTION;		0;		[s2][cyan]Faction Overview (2 of 6)[/][/s][n]Trade[n]The Trade Barons concern themselves with economics first, and everything else a distant second. Profit and enterprise are the driving forces of civilization and the common bond that classifies this faction.[r]Financial[n]The Financial subfaction regulates markets, establishes banking institutions, and sets interest rates. Members are an elite group of bankers and those with enough wealth to buy a seat at one of the meetings.[r]Commerce[n]The Commerce subfaction is a loose conglomarate of entrepreneurs and big business chains moving personnel and goods around the system. Members count their worth in cargo space and units sold.;		structure_welcome_center.txt>410>BACK;		structure_welcome_center.txt>430>NEXT;		;		null;		null;		null;		null;		1533.00;		-432.00
SCRIPT;		430;		20493;		OPTION;		0;		[s2][cyan]Faction Overview (3 of 6)[/][/s][n]Outlaw[n]There is nothing so human as independence, and the Outlaws are defined as a group by their unwillingness to be part of a group. Living on the fringes of other communities, they survive on their own merit for most everything, and “borrow” the rest.[r]Pirates[n]No sub-faction could be more diverse than the pirate syndicates. Gangs of hardened frontiersmen banding together to live by their own rules. Taking whatever they can and smuggling bliss funds their appetite for more advanced ships.[r]Sovereign[n]The Sovereign are isolationists and independents who simply want to survive without interference. Living with bare essentials in the most remote areas, they thrive through ingenuity and salvaging. Due to their nomadic existence, most are considered derelicts at worst and space gypsies at best.;		structure_welcome_center.txt>420>BACK;		structure_welcome_center.txt>440>NEXT;		null;		null;		null;		null;		null;		1537.00;		-524.00
SCRIPT;		440;		20305;		OPTION;		0;		[s2][cyan]Faction Overview (4 of 6)[/][/s][n]Temple [n]The Temple of the Void subscribes a spiritual destiny to the event horizon at the center of the Astrox universe. Believing the void beyond the stars to be a great divine barrier that must be surpassed for humanities acension into the heavens.[r]Orthodox - The Temple Orthodox and it's clergy devote themselves with study and prayer centered on worshiping the Void. They believe that by embracing the nothing, they will free themselves from the Astrox universe and attain enlightenment.[r]Missionaries[n]The Missionary subfaction consists of spiritual advisors servicing the people of Astrox. Members are more concerned with easing the suffering of the inhabitants and providing care for recovering bliss addicts than unraveling the secrets of the void. ;		structure_welcome_center.txt>430>BACK;		structure_welcome_center.txt>450>NEXT;		null;		null;		null;		null;		null;		1532.00;		-619.00
SCRIPT;		450;		22032;		OPTION;		0;		[s2][cyan]Faction Overview (5 of 6)[/][/s][n]The Labor Faction[n]The Labor faction is one of the largest in Astrox. Made up of artisans and trades workers, both skilled and unskilled, they provide the necessary material for development and expansion. Mining, production, and service all fall under the Labor faction.[r]Extractors - The Extractors mine the various astroids and refine the derevitive ores to produce goods and materials used for construction. Members work long shifts in dangerous conditions and often live their entire lifetime on a remote dig site.[r]Contractor[n]The Contractors Union is responsible for the planning, implementation and building of all new products or structures. From the lowly cook to the esteemed warp engineer, manufacturing and production would not exist without careful planning from The Contractors Union.;		structure_welcome_center.txt>440>BACK;		structure_welcome_center.txt>460>NEXT;		;		null;		null;		null;		null;		1532.00;		-714.00
SCRIPT;		460;		29033;		OPTION;		0;		[s2][cyan]Faction Overview (6 of 6)[/][/s][n]Law[n]The Law regulates all other factions through the universal laws drafted by the first settlers. Responsible for modifying and enforcing the laws, it is made up of people who like structure and a clear chain of command. Private security contractors commissioned by law agencies also fall into this faction.[r]Enforcement - As the name implies, this militarized faction maintains cutting edge combat ready ships to provide security and police the Astrox universe. Often criticized for the aggressiveness of it's pilots, it is still the first to respond when an outpost is overrun with pirates.[r]Judicial[n]The Judicial subfaction is the foundation of the Law faction itself. Ratifying all laws to oversee everything from building and trade contracts, Soveriegn relocation programs, and public domain disputes.;		structure_welcome_center.txt>450>BACK;		structure_welcome_center.txt>465>EXIT;		null;		null;		null;		null;		null;		1539.00;		-810.00
SCRIPT;		465;		20478;		GET_DOCUMENT;		0;		I haved added a document to your Journal with all of this information. You can access this document any time you need to. Just open up your [yellow]Pilot's Journal[/] and you will find it under DOCUMENTS. Anyway, you take care out there. Stay safe.;		doc_tutorial_factions_1.txt;		structure_welcome_center.txt>0>Thank you.;		null;		null;		null;		null;		null;		652.68;		-923.10

SCRIPT;		500;		31625;		OPTION;		0;		Welcome to the Astrox Imperium [yellow]Welcome Center[/]. Would you like to learn more about what this game is?;		structure_welcome_center.txt>0>NO thanks.;		structure_welcome_center.txt>510>Sure, why not.;		null;		null;		null;		null;		null;		1736.00;		-238.00
SCRIPT;		510;		32027;		OPTION;		0;		[s2][cyan]What is Astrox Imperium (1 of 5)[/][/s][n]Simply put, a game that I wanted to play, but could not find. Astrox is like many space games. It has all the basic stuff you would expect to find in a 3d space sim. The game doesn’t do anything radical or groundbreaking, quite the opposite actually. So what makes Astrox special?;		structure_welcome_center.txt>500>BACK;		structure_welcome_center.txt>520>NEXT;		;		null;		null;		null;		null;		1737.00;		-339.00
SCRIPT;		520;		30832;		OPTION;		0;		[s2][cyan]What is Astrox Imperium (2 of 5)[/][/s][n]If you are reading this, you probably love space games as much as I do. The problem I found was that of all the space games out there, none of them offered the kind of gameplay I was looking for. I came to realize that it was quite possible that none of them ever would. I came onto an idea where you could play a space game, but you would control and set the parameters of how the game would play and feel.;		structure_welcome_center.txt>510>BACK;		structure_welcome_center.txt>530>NEXT;		;		null;		null;		null;		null;		1741.00;		-429.00
SCRIPT;		530;		30493;		OPTION;		0;		[s2][cyan]What is Astrox Imperium (3 of 5)[/][/s][n]Astrox has evolved to become a very versatile game, with many options and settings that allow you to create an experience closer to what you are looking for in a space sim. The sandbox will provide you the options to tailor the universe to your liking. The in game options will allow you to adjust how the game is played.;		structure_welcome_center.txt>520>BACK;		structure_welcome_center.txt>540>NEXT;		null;		null;		null;		null;		null;		1741.00;		-524.00
SCRIPT;		540;		30305;		OPTION;		0;		[s2][cyan]What is Astrox Imperium (4 of 5)[/][/s][n]You have the ability to turn on and off certain mechanics of the game. You can adjust how the game looks and responds to the commands you give. Because of this feature, it may take some time to figure out how it all works and what you prefer. If you discover that you want the game to do something that is currently not available, be sure to visit the steam forums and drop a suggestion. I am very receptive to player input, and credit many of the great parts about Astrox to you all, the players.;		structure_welcome_center.txt>530>BACK;		structure_welcome_center.txt>550>NEXT;		null;		null;		null;		null;		null;		1739.00;		-617.00
SCRIPT;		550;		32032;		OPTION;		0;		[s2][cyan]What is Astrox Imperium (5 of 5)[/][/s][n]Anytime for any reason, need help, have suggestions or ideas. Email me at Jace@AstroxImperium.com;		structure_welcome_center.txt>540>BACK;		structure_welcome_center.txt>565>EXIT;		;		null;		null;		null;		null;		1739.00;		-707.00
SCRIPT;		565;		36478;		GET_DOCUMENT;		0;		I haved added a document to your Journal with all of this information. You can access this document any time you need to. Just open up your [yellow]Pilot's Journal[/] and you will find it under DOCUMENTS. Anyway, you take care out there. Stay safe.;		doc_tutorial_whatisastrox_1.txt;		structure_welcome_center.txt>0>Thank you.;		null;		null;		null;		null;		null;		652.68;		-923.10

SCRIPT;		150;		19736;		SET_VALUE;		152;		welcome_center;		2;		null;		null;		null;		null;		null;		null;		867.92;		-508.18
SCRIPT;		152;		86390;		SET_VALUE;		155;		DOCK_SCRIPTING;		sector_0_station_0.txt#tutorial_intro.txt#2;		null;		null;		null;		null;		null;		null;		871.08;		-601.72
SCRIPT;		155;		90809;		DOCK_AT_STATION;		0;		sector_0_station_0.txt;		null;		null;		null;		null;		null;		null;		null;		870.92;		-701.04
